person_id,site_id,first_name,last_name,role,email,phone,start_date,is_active
2782,1331,Luke,Singh,PRINCIPAL,luke.singh@kelstonschool.school.nz,028-586-1691,2021-10-13,True
2783,1331,Sam,Wright,SITE_MANAGER,sam.wright@kelstonschool.school.nz,021-101-7045,2022-01-27,True
2784,1331,Grace,Watson,HS_REP,grace.watson@kelstonschool.school.nz,021-882-9399,2020-10-01,True
2785,1331,Georgia,Murray,CARETAKER,georgia.murray@kelstonschool.school.nz,027-327-9070,2021-12-03,True
2786,1332,Tane,Williams,PRINCIPAL,tane.williams@kelvinroadschoo.school.nz,025-121-1421,2021-02-19,True
2787,1332,Tracey,Henare,SITE_MANAGER,tracey.henare@kelvinroadschoo.school.nz,028-550-5657,2022-04-11,True
2788,1332,Holly,Kumar,HS_REP,holly.kumar@kelvinroadschoo.school.nz,026-813-7216,2021-12-31,True
2789,1333,Reuben,Green,PRINCIPAL,reuben.green@moanaroaschool.school.nz,028-909-8947,2020-09-21,True
2790,1333,Jack,Rewi,SITE_MANAGER,jack.rewi@moanaroaschool.school.nz,021-874-9719,2021-12-12,True
2791,1333,Sam,Nguyen,HS_REP,sam.nguyen@moanaroaschool.school.nz,024-515-2872,2021-10-16,True
2792,1334,Daniel,White,PRINCIPAL,daniel.white@kohimaramaschoo.school.nz,027-269-6978,2020-04-25,True
2793,1334,Ethan,Robinson,SITE_MANAGER,ethan.robinson@kohimaramaschoo.school.nz,024-977-3835,2020-06-08,True
2794,1334,Kauri,White,HS_REP,kauri.white@kohimaramaschoo.school.nz,025-460-2784,2021-03-26,True
2795,1335,Ihaia,Taylor,PRINCIPAL,ihaia.taylor@koninischool(au.school.nz,022-902-9951,2020-01-21,True
2796,1335,Jessica,Jones,SITE_MANAGER,jessica.jones@koninischool(au.school.nz,023-100-1253,2022-04-12,True
2797,1335,Shane,Parker,HS_REP,shane.parker@koninischool(au.school.nz,023-387-7036,2021-12-05,True
2798,1335,Sarah,Lee,CARETAKER,sarah.lee@koninischool(au.school.nz,021-891-9732,2021-09-04,True
2799,1336,Ben,Wright,PRINCIPAL,ben.wright@koruschool.school.nz,024-587-3351,2022-03-29,True
2800,1336,Grant,Henderson,SITE_MANAGER,grant.henderson@koruschool.school.nz,028-444-1977,2021-12-30,True
2801,1336,Caleb,Kim,HS_REP,caleb.kim@koruschool.school.nz,028-888-4135,2021-01-06,True
2802,1336,Mark,Green,CARETAKER,mark.green@koruschool.school.nz,024-838-2987,2021-12-09,True
2803,1337,Tracey,Williams,PRINCIPAL,tracey.williams@kōwhaiintermedi.school.nz,023-665-1162,2021-06-12,True
2804,1337,Ethan,Kumar,SITE_MANAGER,ethan.kumar@kōwhaiintermedi.school.nz,023-765-4893,2021-06-14,True
2805,1337,Maia,Wilson,HS_REP,maia.wilson@kōwhaiintermedi.school.nz,028-754-1282,2022-01-29,True
2806,1337,Aroha,Nguyen,CARETAKER,aroha.nguyen@kōwhaiintermedi.school.nz,022-331-4995,2022-04-20,True
2807,1338,Wiremu,Brown,PRINCIPAL,wiremu.brown@laingholmschool.school.nz,027-682-9884,2020-04-02,True
2808,1338,Grant,Clarke,SITE_MANAGER,grant.clarke@laingholmschool.school.nz,025-204-4290,2021-04-08,True
2809,1338,Tracey,Roberts,HS_REP,tracey.roberts@laingholmschool.school.nz,021-546-9456,2022-04-22,True
2810,1339,Sophie,Taylor,PRINCIPAL,sophie.taylor@leabankschool.school.nz,023-294-2539,2022-03-05,True
2811,1339,Olivia,Taukiri,SITE_MANAGER,olivia.taukiri@leabankschool.school.nz,022-338-8785,2022-08-30,True
2812,1339,Chris,Roberts,HS_REP,chris.roberts@leabankschool.school.nz,022-695-3654,2020-07-01,True
2813,1339,Stacey,Rewi,CARETAKER,stacey.rewi@leabankschool.school.nz,024-229-6891,2021-05-07,True
2814,1340,Aroha,Chen,PRINCIPAL,aroha.chen@leighschool.school.nz,028-473-3258,2021-07-18,True
2815,1340,Holly,Hall,SITE_MANAGER,holly.hall@leighschool.school.nz,026-247-3438,2020-01-21,True
2816,1340,Mason,Turner,HS_REP,mason.turner@leighschool.school.nz,027-352-7009,2022-07-15,True
2817,1340,Sarah,Walker,CARETAKER,sarah.walker@leighschool.school.nz,028-961-1364,2022-03-12,True
2818,1341,Caleb,Murray,PRINCIPAL,caleb.murray@lincolnheightss.school.nz,023-416-1653,2020-03-13,True
2819,1341,Andrew,Scott,SITE_MANAGER,andrew.scott@lincolnheightss.school.nz,026-300-5211,2022-02-10,True
2820,1341,Sarah,Young,HS_REP,sarah.young@lincolnheightss.school.nz,026-724-4946,2022-02-17,True
2821,1342,Anika,Brown,PRINCIPAL,anika.brown@longbayschool.school.nz,024-808-6956,2021-12-23,True
2822,1342,Matthew,Lee,SITE_MANAGER,matthew.lee@longbayschool.school.nz,023-878-6703,2020-06-20,True
2823,1342,Ben,Young,HS_REP,ben.young@longbayschool.school.nz,026-169-8534,2020-07-04,True
2824,1343,Sam,Baker,PRINCIPAL,sam.baker@mairangibayscho.school.nz,023-684-8980,2021-07-14,True
2825,1343,Kylie,Stewart,SITE_MANAGER,kylie.stewart@mairangibayscho.school.nz,021-552-1569,2022-08-05,True
2826,1343,Maia,Harawira,HS_REP,maia.harawira@mairangibayscho.school.nz,028-296-6596,2020-09-12,True
2827,1343,Brooke,Taukiri,CARETAKER,brooke.taukiri@mairangibayscho.school.nz,024-886-5912,2021-07-14,True
2828,1344,Charlotte,Hamilton,PRINCIPAL,charlotte.hamilton@mangatangischoo.school.nz,024-164-5382,2022-03-15,True
2829,1344,Freya,Burns,SITE_MANAGER,freya.burns@mangatangischoo.school.nz,022-253-1133,2020-10-16,True
2830,1344,Ben,Green,HS_REP,ben.green@mangatangischoo.school.nz,023-237-6163,2020-06-08,True
2831,1344,Ethan,Hall,CARETAKER,ethan.hall@mangatangischoo.school.nz,023-680-4775,2021-05-14,True
2832,1345,Rachel,Taylor,PRINCIPAL,rachel.taylor@mangatawhirisch.school.nz,021-515-5800,2022-05-19,True
2833,1345,Anika,Parker,SITE_MANAGER,anika.parker@mangatawhirisch.school.nz,024-496-6905,2020-05-21,True
2834,1345,Grace,Brown,HS_REP,grace.brown@mangatawhirisch.school.nz,023-102-5559,2020-10-21,True
2835,1346,Mere,Scott,PRINCIPAL,mere.scott@maangerebridges.school.nz,024-989-3392,2021-12-23,True
2836,1346,Wiremu,Robinson,SITE_MANAGER,wiremu.robinson@maangerebridges.school.nz,023-500-1956,2021-06-02,True
2837,1346,Josh,Williams,HS_REP,josh.williams@maangerebridges.school.nz,026-261-2227,2021-04-20,True
2838,1346,Shane,Walker,CARETAKER,shane.walker@maangerebridges.school.nz,022-190-6999,2020-01-31,True
2839,1347,Tia,Patel,PRINCIPAL,tia.patel@mangerecentrals.school.nz,024-632-5182,2021-06-11,True
2840,1347,Daniel,Mahuta,SITE_MANAGER,daniel.mahuta@mangerecentrals.school.nz,028-162-7526,2020-03-21,True
2841,1347,Sam,Palmer,HS_REP,sam.palmer@mangerecentrals.school.nz,026-726-4277,2021-02-05,True
2842,1347,Ruby,Roberts,CARETAKER,ruby.roberts@mangerecentrals.school.nz,021-243-2588,2020-07-26,True
2843,1348,Ethan,Fraser,PRINCIPAL,ethan.fraser@māngereeastscho.school.nz,023-606-9309,2021-11-22,True
2844,1348,Max,Brown,SITE_MANAGER,max.brown@māngereeastscho.school.nz,028-598-5411,2020-05-18,True
2845,1348,Michelle,Brown,HS_REP,michelle.brown@māngereeastscho.school.nz,027-235-4126,2021-09-04,True
2846,1348,Ben,Gallagher,CARETAKER,ben.gallagher@māngereeastscho.school.nz,023-520-8382,2022-08-11,True
2847,1350,Shane,Harawira,PRINCIPAL,shane.harawira@manukaprimarysc.school.nz,025-118-3645,2020-11-24,True
2848,1350,Aroha,Jones,SITE_MANAGER,aroha.jones@manukaprimarysc.school.nz,028-508-1557,2022-04-06,True
2849,1350,Aroha,Cooper,HS_REP,aroha.cooper@manukaprimarysc.school.nz,025-719-5008,2020-05-01,True
2850,1351,Rawiri,Collins,PRINCIPAL,rawiri.collins@royaloakinterme.school.nz,021-921-7400,2020-08-15,True
2851,1351,Ruby,Fitzgerald,SITE_MANAGER,ruby.fitzgerald@royaloakinterme.school.nz,025-843-8916,2021-11-17,True
2852,1351,Nikau,Wong,HS_REP,nikau.wong@royaloakinterme.school.nz,021-368-9633,2021-03-30,True
2853,1352,Aria,Smith,PRINCIPAL,aria.smith@manurewaeastsch.school.nz,028-339-1929,2020-12-06,True
2854,1352,Scott,Kim,SITE_MANAGER,scott.kim@manurewaeastsch.school.nz,021-817-1134,2022-09-04,True
2855,1352,Holly,Harawira,HS_REP,holly.harawira@manurewaeastsch.school.nz,023-441-1175,2022-05-02,True
2856,1353,Grace,Singh,PRINCIPAL,grace.singh@manurewainterme.school.nz,027-244-1775,2020-03-20,True
2857,1353,Hayley,Harris,SITE_MANAGER,hayley.harris@manurewainterme.school.nz,025-586-1799,2022-08-17,True
2858,1353,Freya,Lee,HS_REP,freya.lee@manurewainterme.school.nz,025-509-8006,2020-03-04,True
2859,1353,Freya,Cooper,CARETAKER,freya.cooper@manurewainterme.school.nz,028-112-4780,2021-09-06,True
2860,1354,Donna,Bennett,PRINCIPAL,donna.bennett@manurewacentral.school.nz,026-661-2892,2021-05-09,True
2861,1354,Emma,Russell,SITE_MANAGER,emma.russell@manurewacentral.school.nz,025-313-5809,2022-07-29,True
2862,1354,Luke,Green,HS_REP,luke.green@manurewacentral.school.nz,024-892-3865,2021-11-28,True
2863,1354,Chris,Bennett,CARETAKER,chris.bennett@manurewacentral.school.nz,023-254-9686,2022-07-16,True
2864,1355,Grace,Murray,PRINCIPAL,grace.murray@manurewasouthsc.school.nz,022-251-3445,2021-04-08,True
2865,1355,Rawiri,Tamati,SITE_MANAGER,rawiri.tamati@manurewasouthsc.school.nz,025-936-5324,2021-07-22,True
2866,1355,Zara,Hill,HS_REP,zara.hill@manurewasouthsc.school.nz,024-216-6289,2020-08-02,True
2867,1356,Nicola,Rewi,PRINCIPAL,nicola.rewi@manurewawestsch.school.nz,027-651-5428,2021-12-07,True
2868,1356,Rawiri,Henare,SITE_MANAGER,rawiri.henare@manurewawestsch.school.nz,027-828-6922,2022-07-05,True
2869,1356,Ethan,Clarke,HS_REP,ethan.clarke@manurewawestsch.school.nz,025-806-7899,2021-05-02,True
2870,1356,Sophie,Lee,CARETAKER,sophie.lee@manurewawestsch.school.nz,023-692-1232,2020-06-01,True
2871,1357,Anika,Hall,PRINCIPAL,anika.hall@maraetaibeachsc.school.nz,023-419-1134,2020-05-07,True
2872,1357,Noah,Martin,SITE_MANAGER,noah.martin@maraetaibeachsc.school.nz,022-819-8545,2020-06-30,True
2873,1357,Reuben,Henderson,HS_REP,reuben.henderson@maraetaibeachsc.school.nz,025-462-2437,2021-10-02,True
2874,1358,Shane,Taukiri,PRINCIPAL,shane.taukiri@maramaruaschool.school.nz,028-438-6940,2022-08-07,True
2875,1358,Kaia,Anderson,SITE_MANAGER,kaia.anderson@maramaruaschool.school.nz,023-922-7331,2020-09-05,True
2876,1358,Stacey,Kim,HS_REP,stacey.kim@maramaruaschool.school.nz,022-721-2565,2020-02-15,True
2877,1359,Stacey,Nguyen,PRINCIPAL,stacey.nguyen@maristschool(mt.school.nz,021-700-3610,2021-04-09,True
2878,1359,Ihaia,Hamilton,SITE_MANAGER,ihaia.hamilton@maristschool(mt.school.nz,028-135-7017,2021-11-18,True
2879,1359,Paula,Clarke,HS_REP,paula.clarke@maristschool(mt.school.nz,028-505-8081,2020-04-16,True
2880,1359,Freya,Brown,CARETAKER,freya.brown@maristschool(mt.school.nz,023-383-7626,2021-09-12,True
2881,1360,Sophie,Campbell,PRINCIPAL,sophie.campbell@maristcatholics.school.nz,024-763-3874,2021-05-21,True
2882,1360,Grace,Palmer,SITE_MANAGER,grace.palmer@maristcatholics.school.nz,024-744-1079,2022-04-25,True
2883,1360,Amber,Martin,HS_REP,amber.martin@maristcatholics.school.nz,025-127-3813,2022-09-22,True
2884,1360,Jessica,Gallagher,CARETAKER,jessica.gallagher@maristcatholics.school.nz,025-955-1560,2020-08-21,True
2885,1361,Wiremu,Harris,PRINCIPAL,wiremu.harris@marlboroughscho.school.nz,021-179-7918,2022-04-09,True
2886,1361,Aria,Brown,SITE_MANAGER,aria.brown@marlboroughscho.school.nz,028-616-8235,2021-09-24,True
2887,1361,Nathan,Williams,HS_REP,nathan.williams@marlboroughscho.school.nz,025-197-6048,2020-07-04,True
2888,1361,Sam,Tamati,CARETAKER,sam.tamati@marlboroughscho.school.nz,025-130-6986,2020-01-05,True
2889,1362,David,Smith,PRINCIPAL,david.smith@marshalllaingsc.school.nz,023-711-1704,2022-01-15,True
2890,1362,Ihaia,Palmer,SITE_MANAGER,ihaia.palmer@marshalllaingsc.school.nz,023-678-1587,2021-12-20,True
2891,1362,Mason,Collins,HS_REP,mason.collins@marshalllaingsc.school.nz,022-100-5816,2021-07-18,True
2892,1362,Matiu,Taylor,CARETAKER,matiu.taylor@marshalllaingsc.school.nz,025-508-4141,2021-06-11,True
2893,1363,Jack,Brown,PRINCIPAL,jack.brown@masseyprimarysc.school.nz,026-997-9253,2022-04-27,True
2894,1363,Caleb,Te Huia,SITE_MANAGER,caleb.te huia@masseyprimarysc.school.nz,027-939-7143,2020-04-16,True
2895,1363,Noah,Johnston,HS_REP,noah.johnston@masseyprimarysc.school.nz,024-338-6757,2020-08-11,True
2896,1364,Liam,Gray,PRINCIPAL,liam.gray@matakanaschool.school.nz,025-724-9789,2022-05-02,True
2897,1364,Kaia,Morgan,SITE_MANAGER,kaia.morgan@matakanaschool.school.nz,024-304-7878,2021-12-16,True
2898,1364,Mark,Walker,HS_REP,mark.walker@matakanaschool.school.nz,024-410-6248,2022-01-02,True
2899,1364,Rachel,Mahuta,CARETAKER,rachel.mahuta@matakanaschool.school.nz,027-459-3618,2020-08-07,True
2900,1365,Joanne,Mahuta,PRINCIPAL,joanne.mahuta@matiporoadschoo.school.nz,026-446-4562,2021-06-26,True
2901,1365,Charlotte,Baker,SITE_MANAGER,charlotte.baker@matiporoadschoo.school.nz,022-291-5439,2020-05-16,True
2902,1365,Aria,Hill,HS_REP,aria.hill@matiporoadschoo.school.nz,021-178-4502,2022-07-01,True
2903,1366,Sophie,Brown,PRINCIPAL,sophie.brown@maukuschool.school.nz,021-485-9323,2020-11-03,True
2904,1366,Aroha,Taukiri,SITE_MANAGER,aroha.taukiri@maukuschool.school.nz,021-930-8675,2021-06-20,True
2905,1366,Luke,Baker,HS_REP,luke.baker@maukuschool.school.nz,025-940-2208,2020-04-12,True
2906,1366,Sophie,Bennett,CARETAKER,sophie.bennett@maukuschool.school.nz,021-758-7924,2021-02-21,True
2907,1367,Andrew,Wilson,PRINCIPAL,andrew.wilson@maungawhauschoo.school.nz,022-515-6024,2022-04-12,True
2908,1367,Michael,Mahuta,SITE_MANAGER,michael.mahuta@maungawhauschoo.school.nz,026-266-5887,2021-05-10,True
2909,1367,Michael,Lee,HS_REP,michael.lee@maungawhauschoo.school.nz,025-380-1177,2022-07-21,True
2910,1367,Freya,Green,CARETAKER,freya.green@maungawhauschoo.school.nz,028-499-1926,2022-05-31,True
2911,1368,Liam,Kim,PRINCIPAL,liam.kim@mayroadschool.school.nz,026-956-8314,2022-03-12,True
2912,1368,Ben,Williams,SITE_MANAGER,ben.williams@mayroadschool.school.nz,023-584-8056,2022-07-11,True
2913,1368,Jessica,Hall,HS_REP,jessica.hall@mayroadschool.school.nz,021-940-5393,2020-03-09,True
2914,1369,Scott,Palmer,PRINCIPAL,scott.palmer@mayfieldschool(.school.nz,024-296-5379,2020-11-23,True
2915,1369,Charlotte,King,SITE_MANAGER,charlotte.king@mayfieldschool(.school.nz,023-738-7305,2020-09-13,True
2916,1369,Mark,Watson,HS_REP,mark.watson@mayfieldschool(.school.nz,023-502-4144,2021-12-16,True
2917,1370,Amber,Watson,PRINCIPAL,amber.watson@meadowbankschoo.school.nz,025-277-9932,2020-07-26,True
2918,1370,Josh,Mitchell,SITE_MANAGER,josh.mitchell@meadowbankschoo.school.nz,021-415-4983,2020-03-29,True
2919,1370,Amber,Henderson,HS_REP,amber.henderson@meadowbankschoo.school.nz,028-447-2801,2021-04-28,True
2920,1371,Freya,Singh,PRINCIPAL,freya.singh@mellonsbayschoo.school.nz,026-610-8873,2021-11-25,True
2921,1371,Ihaia,Gallagher,SITE_MANAGER,ihaia.gallagher@mellonsbayschoo.school.nz,022-885-4668,2021-01-10,True
2922,1371,Wiremu,Patel,HS_REP,wiremu.patel@mellonsbayschoo.school.nz,022-690-1140,2020-02-23,True
2923,1372,Finn,Roberts,PRINCIPAL,finn.roberts@tepainaschool.school.nz,026-419-5374,2021-11-02,True
2924,1372,Daniel,Henderson,SITE_MANAGER,daniel.henderson@tepainaschool.school.nz,024-833-6101,2022-04-13,True
2925,1372,Rawiri,Martin,HS_REP,rawiri.martin@tepainaschool.school.nz,024-213-3496,2020-01-15,True
2926,1373,Emma,Rewi,PRINCIPAL,emma.rewi@meremereschool.school.nz,024-275-8241,2020-05-13,True
2927,1373,Brooke,Cooper,SITE_MANAGER,brooke.cooper@meremereschool.school.nz,027-833-7657,2020-11-11,True
2928,1373,Isla,Harris,HS_REP,isla.harris@meremereschool.school.nz,023-715-3418,2020-01-25,True
2929,1373,Caleb,Nguyen,CARETAKER,caleb.nguyen@meremereschool.school.nz,027-803-4022,2021-02-11,True
2930,1375,Simon,Wright,PRINCIPAL,simon.wright@milfordschool(a.school.nz,021-872-9666,2021-04-29,True
2931,1375,Holly,Kim,SITE_MANAGER,holly.kim@milfordschool(a.school.nz,024-285-2534,2020-03-16,True
2932,1375,Shane,Crawford,HS_REP,shane.crawford@milfordschool(a.school.nz,025-924-3118,2020-11-08,True
2933,1375,Luke,Tamati,CARETAKER,luke.tamati@milfordschool(a.school.nz,027-833-4775,2022-01-21,True
2934,1376,Mere,Morgan,PRINCIPAL,mere.morgan@montececiliacat.school.nz,021-654-7718,2020-07-09,True
2935,1376,Rawiri,Wong,SITE_MANAGER,rawiri.wong@montececiliacat.school.nz,025-950-1402,2022-05-03,True
2936,1376,Olivia,Palmer,HS_REP,olivia.palmer@montececiliacat.school.nz,026-161-8371,2021-06-13,True
2937,1378,Noah,Harris,PRINCIPAL,noah.harris@mtedennormalsch.school.nz,027-274-9418,2020-01-21,True
2938,1378,Hemi,Wright,SITE_MANAGER,hemi.wright@mtedennormalsch.school.nz,026-172-5233,2021-09-20,True
2939,1378,Olivia,Martin,HS_REP,olivia.martin@mtedennormalsch.school.nz,022-941-4245,2021-02-15,True
2940,1379,Mark,Wong,PRINCIPAL,mark.wong@mtrichmondschoo.school.nz,023-691-6617,2020-04-09,True
2941,1379,Daniel,Green,SITE_MANAGER,daniel.green@mtrichmondschoo.school.nz,021-568-9921,2021-07-27,True
2942,1379,Hemi,Mahuta,HS_REP,hemi.mahuta@mtrichmondschoo.school.nz,022-415-9626,2022-09-03,True
2943,1379,Ihaia,Parker,CARETAKER,ihaia.parker@mtrichmondschoo.school.nz,025-665-2456,2020-01-28,True
2944,1380,Aria,Henare,PRINCIPAL,aria.henare@mountainviewsch.school.nz,024-458-7710,2020-04-26,True
2945,1380,Rawiri,Harris,SITE_MANAGER,rawiri.harris@mountainviewsch.school.nz,027-877-2980,2020-07-27,True
2946,1380,Mere,Green,HS_REP,mere.green@mountainviewsch.school.nz,027-721-3988,2020-04-01,True
2947,1381,Kylie,Rewi,PRINCIPAL,kylie.rewi@mtalbertschool.school.nz,024-700-4306,2020-10-06,True
2948,1381,Tracey,Campbell,SITE_MANAGER,tracey.campbell@mtalbertschool.school.nz,025-431-5553,2022-09-13,True
2949,1381,Sarah,Smith,HS_REP,sarah.smith@mtalbertschool.school.nz,028-899-2503,2020-10-27,True
2950,1382,Maia,Gray,PRINCIPAL,maia.gray@mtcarmelschool(.school.nz,021-664-2000,2020-07-11,True
2951,1382,James,Williams,SITE_MANAGER,james.williams@mtcarmelschool(.school.nz,023-174-6215,2020-10-18,True
2952,1382,Michael,Singh,HS_REP,michael.singh@mtcarmelschool(.school.nz,021-436-3870,2021-07-05,True
2953,1382,Maia,Hall,CARETAKER,maia.hall@mtcarmelschool(.school.nz,026-168-3773,2022-02-12,True
2954,1383,Tia,Green,PRINCIPAL,tia.green@mtroskillinterm.school.nz,024-734-1301,2020-08-22,True
2955,1383,Amber,Lee,SITE_MANAGER,amber.lee@mtroskillinterm.school.nz,027-816-7145,2022-03-17,True
2956,1383,Simon,King,HS_REP,simon.king@mtroskillinterm.school.nz,022-385-8803,2020-10-28,True
2957,1383,Ethan,Edwards,CARETAKER,ethan.edwards@mtroskillinterm.school.nz,025-185-2305,2020-07-06,True
2958,1384,Tane,Mahuta,PRINCIPAL,tane.mahuta@mtroskillprimar.school.nz,022-284-6525,2022-04-05,True
2959,1384,Daniel,Gray,SITE_MANAGER,daniel.gray@mtroskillprimar.school.nz,025-888-3773,2020-11-13,True
2960,1384,Georgia,Robinson,HS_REP,georgia.robinson@mtroskillprimar.school.nz,028-236-2813,2020-03-24,True
2961,1385,Olivia,Turner,PRINCIPAL,olivia.turner@mulberrygrovesc.school.nz,024-361-4266,2020-05-30,True
2962,1385,Sarah,Palmer,SITE_MANAGER,sarah.palmer@mulberrygrovesc.school.nz,023-830-1696,2022-07-16,True
2963,1385,Matthew,Wright,HS_REP,matthew.wright@mulberrygrovesc.school.nz,021-627-9205,2021-03-02,True
2964,1385,Rachel,Hamilton,CARETAKER,rachel.hamilton@mulberrygrovesc.school.nz,025-777-4189,2020-08-22,True
2965,1386,Finn,Wong,PRINCIPAL,finn.wong@murraysbayinter.school.nz,026-854-3760,2021-11-18,True
2966,1386,Sophie,Crawford,SITE_MANAGER,sophie.crawford@murraysbayinter.school.nz,026-864-9926,2020-04-01,True
2967,1386,David,King,HS_REP,david.king@murraysbayinter.school.nz,025-146-8199,2020-07-04,True
2968,1387,Charlotte,Burns,PRINCIPAL,charlotte.burns@murraysbayschoo.school.nz,024-906-3291,2022-01-30,True
2969,1387,Finn,Walker,SITE_MANAGER,finn.walker@murraysbayschoo.school.nz,026-895-7951,2020-03-01,True
2970,1387,Kylie,Baker,HS_REP,kylie.baker@murraysbayschoo.school.nz,027-758-3375,2021-07-09,True
2971,1388,Stacey,Palmer,PRINCIPAL,stacey.palmer@macleansprimary.school.nz,023-926-2638,2022-09-23,True
2972,1388,Hayley,Kim,SITE_MANAGER,hayley.kim@macleansprimary.school.nz,021-112-9701,2022-02-21,True
2973,1388,Amelia,Martin,HS_REP,amelia.martin@macleansprimary.school.nz,027-748-5359,2020-03-31,True
2974,1389,Matiu,Young,PRINCIPAL,matiu.young@newlynnschool.school.nz,025-625-7506,2021-12-08,True
2975,1389,Sarah,Burns,SITE_MANAGER,sarah.burns@newlynnschool.school.nz,026-965-1825,2021-07-20,True
2976,1389,Hayley,Harawira,HS_REP,hayley.harawira@newlynnschool.school.nz,028-233-2119,2021-09-16,True
2977,1390,Hayley,Henare,PRINCIPAL,hayley.henare@newwindsorschoo.school.nz,026-307-4000,2020-03-02,True
2978,1390,Grace,Anderson,SITE_MANAGER,grace.anderson@newwindsorschoo.school.nz,022-993-4273,2021-11-25,True
2979,1390,Ihaia,Gallagher,HS_REP,ihaia.gallagher@newwindsorschoo.school.nz,021-205-4691,2022-08-05,True
2980,1390,Olivia,Burns,CARETAKER,olivia.burns@newwindsorschoo.school.nz,024-847-8217,2020-09-15,True
2981,1391,Brooke,Patel,PRINCIPAL,brooke.patel@newmarketschool.school.nz,024-643-9246,2020-07-21,True
2982,1391,Matiu,King,SITE_MANAGER,matiu.king@newmarketschool.school.nz,024-406-2825,2021-04-09,True
2983,1391,Sarah,Jones,HS_REP,sarah.jones@newmarketschool.school.nz,023-772-7541,2021-12-09,True
2984,1392,Kaia,Lee,PRINCIPAL,kaia.lee@teurukarakanewt.school.nz,025-883-3233,2021-10-10,True
2985,1392,Aroha,Hall,SITE_MANAGER,aroha.hall@teurukarakanewt.school.nz,024-826-6443,2021-01-25,True
2986,1392,Nicola,Hamilton,HS_REP,nicola.hamilton@teurukarakanewt.school.nz,021-589-3386,2021-01-06,True
2987,1392,Wiremu,Edwards,CARETAKER,wiremu.edwards@teurukarakanewt.school.nz,025-181-7582,2021-08-12,True
2988,1393,Mark,Russell,PRINCIPAL,mark.russell@ngaiwischool.school.nz,021-189-3678,2021-02-17,True
2989,1393,Mark,Roberts,SITE_MANAGER,mark.roberts@ngaiwischool.school.nz,025-203-7051,2021-05-23,True
2990,1393,Daniel,Robinson,HS_REP,daniel.robinson@ngaiwischool.school.nz,024-343-7055,2021-04-04,True
2991,1394,Grant,Wright,PRINCIPAL,grant.wright@northcoteinterm.school.nz,021-185-5906,2022-06-03,True
2992,1394,Nathan,White,SITE_MANAGER,nathan.white@northcoteinterm.school.nz,026-166-4902,2020-12-11,True
2993,1394,Sarah,Green,HS_REP,sarah.green@northcoteinterm.school.nz,023-792-2722,2022-06-09,True
2994,1395,Jessica,Kim,PRINCIPAL,jessica.kim@northcoteschool.school.nz,027-942-2379,2021-12-02,True
2995,1395,Kauri,Patel,SITE_MANAGER,kauri.patel@northcoteschool.school.nz,023-541-4800,2020-04-30,True
2996,1395,Isla,Gray,HS_REP,isla.gray@northcoteschool.school.nz,026-827-8101,2020-08-27,True
2997,1396,Lisa,Fraser,PRINCIPAL,lisa.fraser@northcrossinter.school.nz,023-102-2755,2022-01-29,True
2998,1396,Andrew,Martin,SITE_MANAGER,andrew.martin@northcrossinter.school.nz,021-173-8542,2022-09-09,True
2999,1396,Noah,Watson,HS_REP,noah.watson@northcrossinter.school.nz,027-305-3831,2020-06-17,True
3000,1396,Craig,Wong,CARETAKER,craig.wong@northcrossinter.school.nz,022-305-5711,2021-11-13,True
3001,1397,Olivia,Fraser,PRINCIPAL,olivia.fraser@oaklynnspecials.school.nz,022-176-6773,2021-01-09,True
3002,1397,Amber,Edwards,SITE_MANAGER,amber.edwards@oaklynnspecials.school.nz,027-100-3673,2022-07-30,True
3003,1397,Michael,Lee,HS_REP,michael.lee@oaklynnspecials.school.nz,023-424-1574,2021-03-02,True
3004,1397,Michelle,Johnston,CARETAKER,michelle.johnston@oaklynnspecials.school.nz,025-917-2247,2021-02-04,True
3005,1398,Nikau,Cooper,PRINCIPAL,nikau.cooper@okiwischool.school.nz,026-133-4080,2020-10-18,True
3006,1398,Amelia,Russell,SITE_MANAGER,amelia.russell@okiwischool.school.nz,021-345-9367,2020-03-25,True
3007,1398,Holly,Stewart,HS_REP,holly.stewart@okiwischool.school.nz,021-212-6391,2020-06-13,True
3008,1399,Karen,Baker,PRINCIPAL,karen.baker@onehungaprimary.school.nz,023-734-4512,2022-01-30,True
3009,1399,Georgia,Tamati,SITE_MANAGER,georgia.tamati@onehungaprimary.school.nz,022-890-1946,2021-05-25,True
3010,1399,Rawiri,Johnston,HS_REP,rawiri.johnston@onehungaprimary.school.nz,024-117-7695,2020-12-04,True
3011,1400,Ryan,Watson,PRINCIPAL,ryan.watson@onepotoschool.school.nz,023-242-2580,2021-03-03,True
3012,1400,Freya,Tamati,SITE_MANAGER,freya.tamati@onepotoschool.school.nz,028-139-9742,2022-05-16,True
3013,1400,Michelle,Crawford,HS_REP,michelle.crawford@onepotoschool.school.nz,026-944-2331,2020-08-02,True
3014,1401,Maia,Patel,PRINCIPAL,maia.patel@opahekeschool.school.nz,027-799-5218,2022-07-12,True
3015,1401,Ruby,Gray,SITE_MANAGER,ruby.gray@opahekeschool.school.nz,022-631-9228,2021-01-22,True
3016,1401,Hemi,Chen,HS_REP,hemi.chen@opahekeschool.school.nz,028-141-5647,2020-10-11,True
